source_id,target_id,quantity,transportation_cost,transportation_time
c8dc3460-ea9d-4e80-a38f-9f2791083d39,99308a5e-dc58-46ab-b722-76197f0cdfee,17,425.92066140392564,20.43785588414946
c8dc3460-ea9d-4e80-a38f-9f2791083d39,9ae849b7-c0c9-48c8-bc83-3739d844086d,12,96.7892939824275,16.081642223216043
c8dc3460-ea9d-4e80-a38f-9f2791083d39,1550504f-8816-461b-ba7f-5fe351b84343,3,825.0764638722208,4.147499471884079
c8dc3460-ea9d-4e80-a38f-9f2791083d39,7495aeea-72cd-487b-b374-19704c30e812,3,241.8496862831896,13.380604598123412
c8dc3460-ea9d-4e80-a38f-9f2791083d39,f1672791-cd8e-43f1-a43e-7e8c7c58ac45,10,208.0496478223148,22.673804573601625
c8dc3460-ea9d-4e80-a38f-9f2791083d39,67ea63a9-5200-4aec-9bf0-74cfdc653207,3,12.868099206091285,8.980074587304168
c8dc3460-ea9d-4e80-a38f-9f2791083d39,5b5ff1c9-b933-415e-8221-d60575b502a8,19,842.7650077912527,19.14334474669631
c8dc3460-ea9d-4e80-a38f-9f2791083d39,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,5,454.2774008479903,6.19278280311264
c8dc3460-ea9d-4e80-a38f-9f2791083d39,e1e2a3c4-5205-4495-b885-70217880d414,18,603.7078294992557,4.78027515065507
c8dc3460-ea9d-4e80-a38f-9f2791083d39,a89a0c91-e0bf-4074-ab57-6d9c90610bae,9,958.6600754542704,23.57149118556783
c8dc3460-ea9d-4e80-a38f-9f2791083d39,458dcf9c-70a7-4f74-a28a-b878a4c0c46d,4,893.6961134562459,16.43037669045757
c8dc3460-ea9d-4e80-a38f-9f2791083d39,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,17,416.04916225903145,24.25250937604487
c8dc3460-ea9d-4e80-a38f-9f2791083d39,9f868139-20e6-45bb-9e10-4daa59708572,18,592.3295207555649,23.774357954969144
c8dc3460-ea9d-4e80-a38f-9f2791083d39,55d63ae2-c559-4754-96ee-a236f26b0559,8,901.7966278113087,6.378328932146884
c8dc3460-ea9d-4e80-a38f-9f2791083d39,67a3f082-69ed-4708-ba9c-78fd60150837,6,830.0070669284868,15.906206935491138
c8dc3460-ea9d-4e80-a38f-9f2791083d39,81e4cc0f-63ce-4910-8ecf-7effe2b8209b,7,449.9245060775079,22.917004709870227
c8dc3460-ea9d-4e80-a38f-9f2791083d39,afc72613-b5c3-4fa1-9bf8-0517570dd106,18,213.7036958760497,2.530095809813795
c8dc3460-ea9d-4e80-a38f-9f2791083d39,910b970d-929d-4412-8d90-cb15988f4915,20,88.65012585412212,3.910224201732963
661fbd23-c993-4b1b-b70a-544cde781ceb,6e47b735-ed4c-45b7-8091-947dfef7ad0c,8,504.0431832119661,29.3184753536111
661fbd23-c993-4b1b-b70a-544cde781ceb,99308a5e-dc58-46ab-b722-76197f0cdfee,13,960.7046167830473,6.344728353850121
661fbd23-c993-4b1b-b70a-544cde781ceb,c22245e6-4c07-4df7-89f0-979b431fd82f,18,607.3034731323025,4.55303503531725
661fbd23-c993-4b1b-b70a-544cde781ceb,f1672791-cd8e-43f1-a43e-7e8c7c58ac45,3,749.6053451468666,24.618967483525996
661fbd23-c993-4b1b-b70a-544cde781ceb,5b5ff1c9-b933-415e-8221-d60575b502a8,7,840.3285810700311,15.587911553409558
661fbd23-c993-4b1b-b70a-544cde781ceb,e1e2a3c4-5205-4495-b885-70217880d414,14,721.167766597726,23.113358282703203
661fbd23-c993-4b1b-b70a-544cde781ceb,f8996cfb-1ffd-409f-9a96-e7a0115127d4,20,553.5027549375554,27.658191639198172
661fbd23-c993-4b1b-b70a-544cde781ceb,6cb652b0-e179-4849-b4cf-b481031868d6,20,282.2512176826543,9.378756892355566
661fbd23-c993-4b1b-b70a-544cde781ceb,e707aa0f-1955-48ce-8885-0ff787075adb,17,308.0199711140767,27.98908104870391
661fbd23-c993-4b1b-b70a-544cde781ceb,008ec27b-70c0-4cd0-8e2d-ed96e46eeedd,13,527.193936538306,10.192259431740132
661fbd23-c993-4b1b-b70a-544cde781ceb,2bda83f8-3ce8-4de8-bb78-9f4ba20c278a,20,294.877273667177,2.7428263839343225
661fbd23-c993-4b1b-b70a-544cde781ceb,2fc75e41-09eb-4139-8c71-37c8b94b3431,19,119.42018905072356,1.3145498583127702
661fbd23-c993-4b1b-b70a-544cde781ceb,55d63ae2-c559-4754-96ee-a236f26b0559,6,815.5813499739024,22.498487754110425
661fbd23-c993-4b1b-b70a-544cde781ceb,81e4cc0f-63ce-4910-8ecf-7effe2b8209b,11,388.2204883207749,12.886288077954053
661fbd23-c993-4b1b-b70a-544cde781ceb,afc72613-b5c3-4fa1-9bf8-0517570dd106,2,260.1355668157865,27.073296941635352
98b3465c-4ef0-4336-9dc9-29dffd7958a9,ec8a34b8-5b27-4a5a-9dc7-bb7b8fa890cc,16,483.30157499926923,26.823347930166893
98b3465c-4ef0-4336-9dc9-29dffd7958a9,6e47b735-ed4c-45b7-8091-947dfef7ad0c,10,217.24619002871557,17.76459740786726
98b3465c-4ef0-4336-9dc9-29dffd7958a9,c22245e6-4c07-4df7-89f0-979b431fd82f,3,835.0114520622078,26.704015931802914
98b3465c-4ef0-4336-9dc9-29dffd7958a9,9ae849b7-c0c9-48c8-bc83-3739d844086d,11,115.7928721547447,12.451227737968075
98b3465c-4ef0-4336-9dc9-29dffd7958a9,1550504f-8816-461b-ba7f-5fe351b84343,9,150.10999077136347,24.987930227975856
98b3465c-4ef0-4336-9dc9-29dffd7958a9,f1672791-cd8e-43f1-a43e-7e8c7c58ac45,7,399.0088131748691,14.603924128825263
98b3465c-4ef0-4336-9dc9-29dffd7958a9,573216d3-235f-43bc-b435-476cc0f23d68,2,400.46192073167543,19.02669968743709
98b3465c-4ef0-4336-9dc9-29dffd7958a9,027838f5-a94e-4717-8c81-bf726688251a,9,991.698172263246,28.34439737856003
98b3465c-4ef0-4336-9dc9-29dffd7958a9,a89a0c91-e0bf-4074-ab57-6d9c90610bae,8,809.4921496591018,13.657088696352224
98b3465c-4ef0-4336-9dc9-29dffd7958a9,e707aa0f-1955-48ce-8885-0ff787075adb,18,218.86972823268272,15.196131553178958
98b3465c-4ef0-4336-9dc9-29dffd7958a9,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,5,151.06800587795243,14.330808186429424
98b3465c-4ef0-4336-9dc9-29dffd7958a9,9f868139-20e6-45bb-9e10-4daa59708572,9,336.9767868864652,13.202602959435803
98b3465c-4ef0-4336-9dc9-29dffd7958a9,67a3f082-69ed-4708-ba9c-78fd60150837,4,970.0341174018907,15.423807243737452
98b3465c-4ef0-4336-9dc9-29dffd7958a9,910b970d-929d-4412-8d90-cb15988f4915,10,516.2316702954555,18.917458687231136
25a59343-128b-4f6d-9de5-1d9e0168620e,ec8a34b8-5b27-4a5a-9dc7-bb7b8fa890cc,19,604.005655070258,23.343287047614798
25a59343-128b-4f6d-9de5-1d9e0168620e,775bd123-1025-49f9-8084-c5f7d8cbffea,20,539.7799388672511,6.056247463337133
25a59343-128b-4f6d-9de5-1d9e0168620e,e1e2a3c4-5205-4495-b885-70217880d414,19,776.5459862138912,23.531608564367218
25a59343-128b-4f6d-9de5-1d9e0168620e,0f7cd5f1-0742-4e42-930b-6c7cb36a0a01,12,613.9437074521662,19.69607001742476
25a59343-128b-4f6d-9de5-1d9e0168620e,a89a0c91-e0bf-4074-ab57-6d9c90610bae,15,469.27703207323754,6.617049351447739
25a59343-128b-4f6d-9de5-1d9e0168620e,9a80b8ce-88bd-4723-8d52-7c819c07cd76,16,640.1648537693133,9.639661020627123
25a59343-128b-4f6d-9de5-1d9e0168620e,6cb652b0-e179-4849-b4cf-b481031868d6,10,829.5960291258235,20.165367309183583
25a59343-128b-4f6d-9de5-1d9e0168620e,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,14,868.0211244394087,8.929911851367342
25a59343-128b-4f6d-9de5-1d9e0168620e,60b2d454-6a95-4069-9232-0f6f16795214,13,543.799903826576,28.485484996251007
25a59343-128b-4f6d-9de5-1d9e0168620e,89cd3418-39f5-4cd7-ac7a-8f608557535b,20,215.72896993784835,1.4012141029753442
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,ec8a34b8-5b27-4a5a-9dc7-bb7b8fa890cc,16,287.20146255352995,18.014224740287602
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,99308a5e-dc58-46ab-b722-76197f0cdfee,17,687.0167298150329,16.743880719099728
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,9ae849b7-c0c9-48c8-bc83-3739d844086d,19,538.3534946514878,14.910365330855765
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,72753d78-81e1-4aab-8369-e8b01215afb4,20,969.879270497876,17.10384601927376
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,573216d3-235f-43bc-b435-476cc0f23d68,12,23.394262950632875,2.747450103020539
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,5b5ff1c9-b933-415e-8221-d60575b502a8,1,132.23816784679553,4.847133732080492
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,0f7cd5f1-0742-4e42-930b-6c7cb36a0a01,15,970.802803397557,29.751939518457906
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,9a80b8ce-88bd-4723-8d52-7c819c07cd76,7,772.9775501459566,22.758798174964355
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,023d9e79-bc87-4b1d-be58-99708fc84b44,8,593.8475012087664,3.9962938244667487
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,a604bca9-9389-4f04-9422-20937b5a2b1c,18,581.8082666289016,7.648765664744317
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,1,941.0451535198183,9.589475081579856
e778b592-3dc8-4dfa-920e-4f46fd7bfb9d,55d63ae2-c559-4754-96ee-a236f26b0559,12,559.2364649655268,22.908589796923824
09638dfd-aade-4582-a584-7299df042b6a,c6aeeeec-423a-4206-b57c-f07895fbca6e,20,14.89840212457592,11.927014719523845
09638dfd-aade-4582-a584-7299df042b6a,5fcdaa40-581d-4f32-b4a0-f5e25aabc7a2,16,228.70021939594045,24.071492839264227
09638dfd-aade-4582-a584-7299df042b6a,72753d78-81e1-4aab-8369-e8b01215afb4,15,935.0383855930094,7.618484298290707
09638dfd-aade-4582-a584-7299df042b6a,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,16,815.7756819369353,8.966024086543927
09638dfd-aade-4582-a584-7299df042b6a,027838f5-a94e-4717-8c81-bf726688251a,1,662.7483526141771,8.288589259438874
09638dfd-aade-4582-a584-7299df042b6a,a89a0c91-e0bf-4074-ab57-6d9c90610bae,8,489.5545426078929,22.744017503523025
09638dfd-aade-4582-a584-7299df042b6a,458dcf9c-70a7-4f74-a28a-b878a4c0c46d,12,943.2106989695136,28.45440200444669
09638dfd-aade-4582-a584-7299df042b6a,6cb652b0-e179-4849-b4cf-b481031868d6,4,272.46991835618724,28.776756576579995
09638dfd-aade-4582-a584-7299df042b6a,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,4,666.6670243203242,19.61299807376373
09638dfd-aade-4582-a584-7299df042b6a,e2af5b81-e5a3-4ebc-b0a9-a46013147669,6,643.3892197702196,15.910687990511056
09638dfd-aade-4582-a584-7299df042b6a,17d31a3b-d378-4dee-a947-df5c6c7b2795,18,545.3778776766585,22.830926603503116
09638dfd-aade-4582-a584-7299df042b6a,2fc75e41-09eb-4139-8c71-37c8b94b3431,20,661.4767242622912,23.654673728666637
09638dfd-aade-4582-a584-7299df042b6a,89cd3418-39f5-4cd7-ac7a-8f608557535b,2,400.6693181217376,17.62574732980687
9469cfc4-a033-4891-9a6b-526974848072,6e47b735-ed4c-45b7-8091-947dfef7ad0c,19,595.314977980923,6.1731450847644975
9469cfc4-a033-4891-9a6b-526974848072,7495aeea-72cd-487b-b374-19704c30e812,8,89.16591040447315,2.5595266000351238
9469cfc4-a033-4891-9a6b-526974848072,027838f5-a94e-4717-8c81-bf726688251a,9,665.876206954816,28.74498971378732
9469cfc4-a033-4891-9a6b-526974848072,458dcf9c-70a7-4f74-a28a-b878a4c0c46d,12,907.2886385374331,3.5838992136624963
9469cfc4-a033-4891-9a6b-526974848072,f8996cfb-1ffd-409f-9a96-e7a0115127d4,10,385.25776965954185,10.112754437435473
9469cfc4-a033-4891-9a6b-526974848072,69570e55-444e-4d62-ae7c-370c504b295e,3,972.0806491631412,14.729755581602385
9469cfc4-a033-4891-9a6b-526974848072,e707aa0f-1955-48ce-8885-0ff787075adb,2,961.9299768094722,21.33221827107193
9469cfc4-a033-4891-9a6b-526974848072,67a3f082-69ed-4708-ba9c-78fd60150837,7,721.0670029268938,1.255450556440881
8e430507-266e-490c-b3d2-d600a6fdbd52,9ae849b7-c0c9-48c8-bc83-3739d844086d,16,513.489001967793,4.73359976562889
8e430507-266e-490c-b3d2-d600a6fdbd52,67ea63a9-5200-4aec-9bf0-74cfdc653207,18,542.5216724092726,9.95216247087075
8e430507-266e-490c-b3d2-d600a6fdbd52,5b5ff1c9-b933-415e-8221-d60575b502a8,20,785.9897971311572,9.544746821849845
8e430507-266e-490c-b3d2-d600a6fdbd52,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,10,473.3122840833839,23.307055979584327
8e430507-266e-490c-b3d2-d600a6fdbd52,0f7cd5f1-0742-4e42-930b-6c7cb36a0a01,8,390.6160685741025,13.760549323297594
8e430507-266e-490c-b3d2-d600a6fdbd52,027838f5-a94e-4717-8c81-bf726688251a,17,746.1398323295263,18.437769063990682
8e430507-266e-490c-b3d2-d600a6fdbd52,9a80b8ce-88bd-4723-8d52-7c819c07cd76,12,203.67568777492355,3.069747335374083
8e430507-266e-490c-b3d2-d600a6fdbd52,f8996cfb-1ffd-409f-9a96-e7a0115127d4,16,959.042173840408,10.45726410574144
8e430507-266e-490c-b3d2-d600a6fdbd52,6cb652b0-e179-4849-b4cf-b481031868d6,2,671.9821946362271,9.009716017947747
8e430507-266e-490c-b3d2-d600a6fdbd52,e707aa0f-1955-48ce-8885-0ff787075adb,7,145.4827006900188,1.8842829426086096
8e430507-266e-490c-b3d2-d600a6fdbd52,9f868139-20e6-45bb-9e10-4daa59708572,4,536.8119491445993,15.705864372737615
8e430507-266e-490c-b3d2-d600a6fdbd52,60b2d454-6a95-4069-9232-0f6f16795214,18,267.8536473415174,2.4942824734926443
8e430507-266e-490c-b3d2-d600a6fdbd52,5b3c8c52-cdc1-4650-a07c-a06bfafa561e,3,745.6702071637973,7.501633878692721
8e430507-266e-490c-b3d2-d600a6fdbd52,2bda83f8-3ce8-4de8-bb78-9f4ba20c278a,13,626.7119879339748,3.3447820044864933
8e430507-266e-490c-b3d2-d600a6fdbd52,e9d37369-1f56-4636-bec7-5633b26fb193,9,882.0790226196754,2.54281264399161
8e430507-266e-490c-b3d2-d600a6fdbd52,910b970d-929d-4412-8d90-cb15988f4915,6,831.745716851204,19.062010901287174
ef0e4d3e-7520-4631-bee7-776314b59497,6e47b735-ed4c-45b7-8091-947dfef7ad0c,14,740.7649607580942,3.126985213902494
ef0e4d3e-7520-4631-bee7-776314b59497,775bd123-1025-49f9-8084-c5f7d8cbffea,1,757.1126019885247,12.529259948687585
ef0e4d3e-7520-4631-bee7-776314b59497,9ae849b7-c0c9-48c8-bc83-3739d844086d,10,562.7110274389871,3.194768082905057
ef0e4d3e-7520-4631-bee7-776314b59497,573216d3-235f-43bc-b435-476cc0f23d68,1,867.6088025423917,27.2345163484844
ef0e4d3e-7520-4631-bee7-776314b59497,67ea63a9-5200-4aec-9bf0-74cfdc653207,16,655.3362717594052,3.4690904884955502
ef0e4d3e-7520-4631-bee7-776314b59497,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,2,321.62872853659724,16.37383842658805
ef0e4d3e-7520-4631-bee7-776314b59497,0f7cd5f1-0742-4e42-930b-6c7cb36a0a01,16,187.61152677804319,1.851920744317392
ef0e4d3e-7520-4631-bee7-776314b59497,027838f5-a94e-4717-8c81-bf726688251a,18,558.4382928265408,13.362488231136744
ef0e4d3e-7520-4631-bee7-776314b59497,9a80b8ce-88bd-4723-8d52-7c819c07cd76,3,321.5230875152848,24.29521016635032
ef0e4d3e-7520-4631-bee7-776314b59497,f8996cfb-1ffd-409f-9a96-e7a0115127d4,8,727.0427625519469,2.323957279514222
ef0e4d3e-7520-4631-bee7-776314b59497,6cb652b0-e179-4849-b4cf-b481031868d6,3,132.8863588058759,20.986184725876523
ef0e4d3e-7520-4631-bee7-776314b59497,69570e55-444e-4d62-ae7c-370c504b295e,3,319.7076551615299,20.590103531319436
ef0e4d3e-7520-4631-bee7-776314b59497,e707aa0f-1955-48ce-8885-0ff787075adb,17,553.3814679193634,21.56943362956911
ef0e4d3e-7520-4631-bee7-776314b59497,9f868139-20e6-45bb-9e10-4daa59708572,2,881.4771923931269,24.933425546975016
ef0e4d3e-7520-4631-bee7-776314b59497,008ec27b-70c0-4cd0-8e2d-ed96e46eeedd,16,835.4910434440112,14.733409440772673
ef0e4d3e-7520-4631-bee7-776314b59497,55d63ae2-c559-4754-96ee-a236f26b0559,18,893.1348580320451,29.297882180149628
ef0e4d3e-7520-4631-bee7-776314b59497,67a3f082-69ed-4708-ba9c-78fd60150837,3,460.989790727429,15.934527756701153
ef0e4d3e-7520-4631-bee7-776314b59497,81e4cc0f-63ce-4910-8ecf-7effe2b8209b,15,542.0182866304608,19.332939038188528
2594571f-e533-426e-b6ba-5e7c9739f3b3,ec8a34b8-5b27-4a5a-9dc7-bb7b8fa890cc,16,738.7462245998621,2.791159048760144
2594571f-e533-426e-b6ba-5e7c9739f3b3,775bd123-1025-49f9-8084-c5f7d8cbffea,5,326.08871637999476,12.533576849782463
2594571f-e533-426e-b6ba-5e7c9739f3b3,99308a5e-dc58-46ab-b722-76197f0cdfee,12,153.42308905911034,5.968435867331928
2594571f-e533-426e-b6ba-5e7c9739f3b3,1550504f-8816-461b-ba7f-5fe351b84343,15,91.07327521144819,10.105833510771653
2594571f-e533-426e-b6ba-5e7c9739f3b3,5fcdaa40-581d-4f32-b4a0-f5e25aabc7a2,3,259.17231695875705,2.3940150594817626
2594571f-e533-426e-b6ba-5e7c9739f3b3,7495aeea-72cd-487b-b374-19704c30e812,18,588.7544518319733,18.837298994372244
2594571f-e533-426e-b6ba-5e7c9739f3b3,f1672791-cd8e-43f1-a43e-7e8c7c58ac45,13,414.2503849224845,15.189467094415473
2594571f-e533-426e-b6ba-5e7c9739f3b3,573216d3-235f-43bc-b435-476cc0f23d68,3,721.759952361074,8.406893944045441
2594571f-e533-426e-b6ba-5e7c9739f3b3,67ea63a9-5200-4aec-9bf0-74cfdc653207,5,364.55528486317934,5.384621427519693
2594571f-e533-426e-b6ba-5e7c9739f3b3,5b5ff1c9-b933-415e-8221-d60575b502a8,2,276.1763626072826,9.307805137480669
2594571f-e533-426e-b6ba-5e7c9739f3b3,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,16,223.76649015939986,7.811227661843944
2594571f-e533-426e-b6ba-5e7c9739f3b3,a89a0c91-e0bf-4074-ab57-6d9c90610bae,14,983.9035646759091,23.961723523595484
2594571f-e533-426e-b6ba-5e7c9739f3b3,9a80b8ce-88bd-4723-8d52-7c819c07cd76,5,968.366669739781,10.434531600135884
2594571f-e533-426e-b6ba-5e7c9739f3b3,37fea768-0230-4aa3-bc18-1585c14823ec,17,998.7791390212865,14.029263539490715
2594571f-e533-426e-b6ba-5e7c9739f3b3,6cb652b0-e179-4849-b4cf-b481031868d6,13,121.73906613215448,16.784982681737922
2594571f-e533-426e-b6ba-5e7c9739f3b3,e707aa0f-1955-48ce-8885-0ff787075adb,2,892.2774681621564,2.942455946139976
2594571f-e533-426e-b6ba-5e7c9739f3b3,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,11,832.68408342636,8.390966685415162
2594571f-e533-426e-b6ba-5e7c9739f3b3,b106c3aa-a6c2-49d7-aea5-f7ddd1168ba9,17,273.9172428946304,12.786085256708926
2594571f-e533-426e-b6ba-5e7c9739f3b3,55d63ae2-c559-4754-96ee-a236f26b0559,9,918.9849010304113,21.27250766940128
2594571f-e533-426e-b6ba-5e7c9739f3b3,81e4cc0f-63ce-4910-8ecf-7effe2b8209b,17,631.1738794773187,18.25325893382945
2594571f-e533-426e-b6ba-5e7c9739f3b3,afc72613-b5c3-4fa1-9bf8-0517570dd106,13,540.0756072963175,15.476981432186403
cc9fbd96-1f9c-455c-9843-2b43297df13d,c22245e6-4c07-4df7-89f0-979b431fd82f,2,196.23401833643499,2.3107808763354294
cc9fbd96-1f9c-455c-9843-2b43297df13d,1550504f-8816-461b-ba7f-5fe351b84343,17,949.2711592419691,29.760760579296583
cc9fbd96-1f9c-455c-9843-2b43297df13d,67ea63a9-5200-4aec-9bf0-74cfdc653207,13,971.8145388967101,3.433698948445991
cc9fbd96-1f9c-455c-9843-2b43297df13d,027838f5-a94e-4717-8c81-bf726688251a,10,933.1829981592435,28.9053217609919
cc9fbd96-1f9c-455c-9843-2b43297df13d,a89a0c91-e0bf-4074-ab57-6d9c90610bae,17,453.0324324259388,9.324892830645357
cc9fbd96-1f9c-455c-9843-2b43297df13d,37fea768-0230-4aa3-bc18-1585c14823ec,2,748.2099474954206,29.884633359324056
cc9fbd96-1f9c-455c-9843-2b43297df13d,f8996cfb-1ffd-409f-9a96-e7a0115127d4,7,81.8675505372346,4.617915347548723
cc9fbd96-1f9c-455c-9843-2b43297df13d,a604bca9-9389-4f04-9422-20937b5a2b1c,13,287.0718510069408,12.487797652374187
cc9fbd96-1f9c-455c-9843-2b43297df13d,b6f929d4-e1c0-4f5b-bdea-e81e2ad5923f,15,190.71218989920996,5.3662705838667595
cc9fbd96-1f9c-455c-9843-2b43297df13d,2fc75e41-09eb-4139-8c71-37c8b94b3431,15,274.1012034062785,3.925118414426094
cc9fbd96-1f9c-455c-9843-2b43297df13d,67a3f082-69ed-4708-ba9c-78fd60150837,18,949.575094334473,23.074182057131264
d81184ed-3fb1-4778-bdf6-496582ef6fc8,5fcdaa40-581d-4f32-b4a0-f5e25aabc7a2,2,952.6488568570559,28.958652855028202
d81184ed-3fb1-4778-bdf6-496582ef6fc8,0f7cd5f1-0742-4e42-930b-6c7cb36a0a01,9,499.04985128129545,7.795042618774348
d81184ed-3fb1-4778-bdf6-496582ef6fc8,027838f5-a94e-4717-8c81-bf726688251a,17,211.40288113113593,14.34822960690175
d81184ed-3fb1-4778-bdf6-496582ef6fc8,37fea768-0230-4aa3-bc18-1585c14823ec,13,530.2808727011676,23.536410005394952
d81184ed-3fb1-4778-bdf6-496582ef6fc8,023d9e79-bc87-4b1d-be58-99708fc84b44,19,626.3001125801245,21.133723293798056
d81184ed-3fb1-4778-bdf6-496582ef6fc8,f8996cfb-1ffd-409f-9a96-e7a0115127d4,15,49.089739479518464,17.78497767375712
d81184ed-3fb1-4778-bdf6-496582ef6fc8,a604bca9-9389-4f04-9422-20937b5a2b1c,13,836.5101549762267,2.5041125320602617
d81184ed-3fb1-4778-bdf6-496582ef6fc8,69570e55-444e-4d62-ae7c-370c504b295e,17,816.190078779607,16.386801169257463
d81184ed-3fb1-4778-bdf6-496582ef6fc8,2fc75e41-09eb-4139-8c71-37c8b94b3431,1,307.7632042215851,9.90357238808567
d81184ed-3fb1-4778-bdf6-496582ef6fc8,89cd3418-39f5-4cd7-ac7a-8f608557535b,3,662.7512274066337,6.755343332155749
85231649-1acf-40f6-b7bc-f6fa2d441986,ec8a34b8-5b27-4a5a-9dc7-bb7b8fa890cc,16,107.74526292852234,29.483607235631748
85231649-1acf-40f6-b7bc-f6fa2d441986,9ae849b7-c0c9-48c8-bc83-3739d844086d,5,316.6658064569895,17.644603617824707
85231649-1acf-40f6-b7bc-f6fa2d441986,1550504f-8816-461b-ba7f-5fe351b84343,9,836.7832557437803,28.113142116402347
85231649-1acf-40f6-b7bc-f6fa2d441986,573216d3-235f-43bc-b435-476cc0f23d68,20,526.7030181296069,16.828203246515663
85231649-1acf-40f6-b7bc-f6fa2d441986,c83ebb9a-f7b7-4f73-b28a-e422ce26685b,3,43.15423411898651,27.901142641837662
85231649-1acf-40f6-b7bc-f6fa2d441986,027838f5-a94e-4717-8c81-bf726688251a,12,816.6277247381515,21.287784233092644
85231649-1acf-40f6-b7bc-f6fa2d441986,a89a0c91-e0bf-4074-ab57-6d9c90610bae,14,85.8655085217172,16.308651993041693
